"","poradi","ID","datum","cas_sec","misto_vyzkumu","obor","zakl_vyzkum","reproduk","rep_Ne","rep_Mainstream","rep_Casopisy","rep_Diskuse","rep_Vlastni","krize_rep","krize_fyz","krize_bio","krize_med","krize_soc","krize_nevim","rep_podil","nerep_problem","nerep_chyba","nerep_valid","nerep_neobj","nerep_veda","nerep_narust","reg_Evropa","reg_Sev.Amerika","reg_Asie","reg_vsude.stejne","reg_nevim","nerep_zeme","despekt","desp_zeme","desp_jazyk","desp_kvalita","desp_nevim","desp_vlastni","reakce_nectu","reakce_vyberu","reakce_obezret","reakce_nic","reakce_stejne","reakce_nevim","reakce_vlastni","fakt_podvod","fakt_karier","fakt_dohled","fakt_recenz","fakt_selekc","fakt_replik","fakt_statis","fakt_odborn","fakt_data","fakt_dokume","fakt_metody","fakt_variab","fakt_design","fakt_smula","fakt_dalsi","nerep_jaMuj","nerep_jaCizi","nerep_oniMuj","rep_komentar","objekt_vnejsi.pohled","objekt_presnost","objekt_matematicka.konzistence","objekt_testovatelnost","objekt_nestrannost","objekt_priblizeni.pravde","objekt_shoda.s.realitou","objekt_kvantifikace","objekt_intersubjektivita","objekt_kriticke.mysleni","objekt_reprodukovatelnost","objekt_diskut","frek_nerepre","frek_hacking","frek_positiv","frek_popular","frek_modmet","frek_oversell","frek_zbytecne","frek_salam","neobj_nerepre","neobj_hacking","neobj_positiv","neobj_popular","neobj_modmet","neobj_oversell","neobj_zbytecne","neobj_salam","financ_vliv","financ_zajisti.objektivitu","financ_neduvera","financ_zajisti.nezavislost","financ_casvliv","financ_casvlast","pomer_administr","diskrim_muzi","diskrim_starsi","diskrim_uspesni","diskrim_autority","diskrim_zavedene","objekt_komentar","dilema_predator","dilema_neinformoval","dilema_misogyn","dilema_kvoty","dilema_cinska.medicina","dilema_embryo","dilema_komentar","gender","vek","kar_praxe","kar_titul","kar_citace","kar_nejlepsi","kar_kategorie","kar_komentar","pomer_veda","pomer_zakladni","obor_dotovany","obor_konkuren","obor_tlak","obor_rychly","obor_priliv","obor_publikac","obor_medializ","obor_verejnos","obor_komplexn","obor_mensi","cinnost_matem","cinnost_model","cinnost_teori","cinnost_exper","cinnost_kateg","cinnost_vyvoj","obor_ekzaktnost","obor_komentar","spec_hlavni","spec_astr","spec_astrvl","spec_bio","spec_biovl","spec_chem","spec_chemvl","spec_ekol","spec_ekolvl","spec_inze","spec_inzevl","spec_matr","spec_matrvl","spec_medi","spec_medivl","spec_fyzi","spec_fyzivl","spec_matm","spec_metmvl","spec_vlastni","instituce"
"450",11,5905168,2019-11-13,855,"Na univerzitách v ČR","Biologické a lékařské vědy","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, nevýznamná krize",NA,NA,"Lékařských","Sociálních",NA,"80 %","Rozhodně nesouhlasím","Spíše nesouhlasím","Spíše nesouhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Spíše nesouhlasím",NA,NA,"Asie",NA,NA,NA,"Zřídka","Nevím, avšak v některých časopisech mám dojem, že adresa autora má vliv na průběh recenzního řízení.",NA,NA,"Nedokážu posoudit",NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Zřídka","Někdy","Velmi často","Někdy","Zřídka","Někdy","Velmi často","Zřídka","Zřídka","Někdy","Někdy","Někdy","Někdy",NA,"Ano","Ano","Nepamatuji se","K otázce 18: poměrně často, ale výsledky takových experimentů nepublikuji.",NA,NA,NA,NA,NA,NA,NA,NA,"Intersubjektivita (možnost sdílet vědecké výsledky s ostatními)",NA,"Reprodukovatelnost","Někdy","10%","Nevím","50%","Nevím","20%","90%","Nikdy 0%","60%","Ne","Ano","Ano","Ne","Ne","Ne","Ne","Ne","Zřídka","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"40%",0,0,-1,-1,-1,NA,"ano","ne","ne","ano","ano","ne","35. Ne zcela rozumím otázce - nutno rozlišit, jzdai jde o kritéria, která ve výsledku vedou k odlišné úspěšnosti různých skupin uchazečů nezáměrně (tak otízku chápu a v tomto smyslu na ni odpovídám), nebo o kritéria záměrně nastavená tak, aby vedla k odlišné úspěšnosti různých skupin (v tpom případě by má odpověď byla opačná).","Žena","45–54","20 a více let","Docent","Do 5000","Ne","Akademický pracovník do třídy AP2",NA,"30%","100%","Rozhodně ne","Spíše ano","Spíše ano","Rozhodně ano","Spíše ne","Rozhodně ano","Spíše ne","Spíše ne","Spíše ne","Rozhodně ne","Tuto činnost nedělám","Tuto činnost nedělám","3. místo","1. místo","2. místo","3. místo","Nedokážu posoudit",NA,"Biology",NA,NA,"Plant Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
"451",12,5905169,2019-11-13,686,"Na univerzitách v ČR","Matematika, fyzika a informatika","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích",NA,"Ano, významná krize","Fyzikálních/chemických","Biologických","Lékařských",NA,NA,"60 %","Rozhodně souhlasím","Spíše souhlasím","Spíše nesouhlasím","Rozhodně souhlasím","Spíše souhlasím","Rozhodně souhlasím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Někdy",NA,NA,"Týkalo se to kvality vědecké práce",NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Velmi často","Velmi často","Velmi často","Velmi často","Velmi často","Někdy","Velmi často","Velmi často","Velmi často","Vždy","Velmi často","Někdy","Někdy","Zřídka",NA,"Ano","Ano","Ne",NA,"Pohled z vnějšku",NA,NA,NA,NA,NA,NA,NA,NA,"Kritické myšlení","Reprodukovatelnost","Někdy","80%","70%","80%","90%","90%","90%","80%","80%","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Ano","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"70%",-1,-1,0,-1,-1,NA,"ne","ne","ano","ano","ne","ne",NA,"Žena","35–44","10–19 let","Docent","Do 5000","Ano","Akademický pracovník do třídy AP3",NA,"30%","100%","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne",NA,"3. místo",NA,"1. místo",NA,"2. místo","„Tvrdší“ (exaktnější)",NA,"Physics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Condensed-matter Physics",NA,NA,NA,NA,"UK"
"452",13,5905172,2019-11-13,740,"V Akademii věd ČR","Biologické a lékařské vědy","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, významná krize","Fyzikálních/chemických","Biologických","Lékařských",NA,NA,"50 %","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Spíše souhlasím","Spíše souhlasím","Spíše souhlasím","Spíše souhlasím",NA,"Severní Amerika","Asie",NA,NA,NA,"Zřídka","USA","Byla to jazyková záležitost, protože nejsem rodilý mluvčí",NA,NA,"Předsudek vůči afiliaci z východu",NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Velmi často","Zřídka","Velmi často","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Zřídka","Někdy","Někdy",NA,"Nepamatuji se","Ano","Nepamatuji se",NA,NA,NA,NA,NA,"Nestrannost",NA,NA,NA,NA,"Kritické myšlení",NA,"Zřídka","60%","20%","50%","80%","70%","50%","70%","60%","Ano","Ano","Ano","Nevím","Ne","Ano","Ne","Ne","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"40%",0,-1,-1,-1,-1,NA,"ne","ano","ano","ne","ne","ano",NA,"Muž","35–44","20 a více let","Docent","Do 5000","Ano","Nejsem zaměstnancem UK",NA,"90%","80%","Spíše ne","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ne","Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Tuto činnost nedělám","Tuto činnost nedělám","3. místo","1. místo","Tuto činnost nedělám","2. místo","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Structural Biology",NA,"Organic Chemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
"453",14,5905180,2019-11-13,1224,"Na univerzitách v ČR","Biologické a lékařské vědy","Ano",NA,NA,NA,NA,"Ano, v diskuzích na konferencích",NA,"Nevím",NA,"Biologických","Lékařských",NA,NA,"80 %","Spíše nesouhlasím","Spíše souhlasím","Spíše nesouhlasím","Rozhodně souhlasím","Spíše souhlasím","Nevím",NA,NA,"Asie",NA,NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Velmi často","Někdy","Velmi často","Nevím","Někdy","Velmi často","Zřídka","Zřídka","Někdy","Někdy","Zřídka","Velmi často","Zřídka",NA,"Ne","Ne","Ne",NA,NA,NA,NA,NA,"Nestrannost",NA,"Shoda s realitou",NA,NA,"Kritické myšlení",NA,"Zřídka","20%","10%","40%","20%","20%","20%","10%","10%","Ano","Nevím","Ano","Nevím","Nevím","Ano","Nevím","Nevím","Někdy","Nevím","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,0,-1,-1,-1,NA,"ne","ano","ne","ne","ano","ne",NA,"Žena","35–44","10–19 let","CSc./Ph.D.","Do 500","Ne","Akademický pracovník do třídy AP2",NA,"50%","100%","Spíše ano","Rozhodně ano","Rozhodně ano","Spíše ne","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Tuto činnost nedělám","3. místo","1. místo","3. místo","2. místo","3. místo","„Tvrdší“ (exaktnější)",NA,"Biology",NA,NA,"Biophysics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
"454",15,5905183,2019-11-13,908,"Na univerzitách v ČR","Biologicko-ekologické vědy","Ano",NA,"Ne",NA,NA,NA,NA,"Nevím",NA,NA,NA,"Sociálních",NA,"80 %","Spíše nesouhlasím","Rozhodně nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše souhlasím","Nevím",NA,NA,"Asie",NA,NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Velmi často","Zřídka","Zřídka","Velmi často","Velmi často","Velmi často","Zřídka","Zřídka","Někdy","Někdy","Někdy","Zřídka","Velmi často","Zřídka",NA,"Ne","Ano","Ne",NA,"Pohled z vnějšku",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zřídka","70%","Nevím","90%","50%","80%","70%","20%","30%","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne","Někdy","Nehraje roli","Nevím","Dlouhodobé","konzervativnější zaměření výzkumu (""už vím, že něco vyjde"")","konzervativnější zaměření výzkumu (""už vím, že něco vyjde"")","10%",0,0,-1,0,-1,NA,"ne","ano","ne","ne","ne","ne","Má odpověď na otázku 37 je spíše ""nevím"".","Muž","25–34","5–9 let","CSc./Ph.D.","Do 100","Ne","Vědecký pracovník do třídy VP1",NA,"80%","70%","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Rozhodně ne","Spíše ne","Rozhodně ne","Rozhodně ne","Rozhodně ano","Spíše ano","Tuto činnost nedělám","3. místo","2. místo","1. místo","Tuto činnost nedělám","Tuto činnost nedělám","„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Zoology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
"455",16,5905186,2019-11-13,1646,"Na univerzitách v ČR","Chemické vědy","Ano",NA,NA,"Ano, v mainstreamových médiích",NA,NA,NA,"Ano, nevýznamná krize",NA,NA,NA,NA,NA,"70 %","Spíše nesouhlasím","Spíše souhlasím","Rozhodně nesouhlasím","Ani souhlasím/ani nesouhlasím","Spíše souhlasím","Nevím",NA,NA,"Asie",NA,NA,NA,"Zřídka","USA",NA,NA,"Nedokážu posoudit",NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ano","Ano","Ano",NA,NA,NA,NA,NA,NA,"Přiblížení k pravdě","Shoda s realitou",NA,NA,NA,"Reprodukovatelnost","Zřídka","50%","Nevím","80%","Nevím","80%","70%","60%","60%","Nevím","Nevím","Ne","Nevím","Ne","Ano","Ne","Ne","Někdy","Nehraje roli","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,0,-1,-1,0,NA,"ano","ne","ne","ano","ano","ne",NA,"Muž","35–44","10–19 let","Docent","Do 1000","Ano","Akademický pracovník do třídy AP3",NA,"20%","90%","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Spíše ne","Spíše ne","Spíše ano",NA,NA,NA,NA,NA,NA,"„Tvrdší“ (exaktnější)",NA,"Chemistry",NA,NA,NA,NA,"Chemical Biology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
"456",17,5905187,2019-11-13,997,"Na univerzitách v ČR","Biologické a lékařské vědy","Ano",NA,"Ne",NA,NA,NA,NA,"Ano, významná krize",NA,"Biologických","Lékařských",NA,NA,"70 %","Spíše nesouhlasím","Rozhodně souhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím",NA,NA,"Asie",NA,NA,"Čína!","Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Velmi často","Někdy","Zřídka","Velmi často","Někdy","Někdy","Někdy","Velmi často","Velmi často","Někdy","Zřídka","Někdy","Někdy",NA,"Ano","Ano","Ne",NA,NA,NA,NA,NA,NA,NA,"Shoda s realitou",NA,NA,NA,NA,"Nikdy","30%","Nevím","70%","Nevím","50%","80%","50%","10%","Ano","Nevím","Ne","Ne","Nevím","Ne","Ano","Ne","Někdy","Nevím","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"10%",0,1,-1,-1,-1,NA,"ne","ne","ne","ano","ne","ano",NA,"Muž","55–64","20 a více let","Docent","Do 500","Ne",NA,NA,"90%","100%","Rozhodně ne","Spíše ano","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ne","Rozhodně ne","Spíše ne","Spíše ano","Tuto činnost nedělám","Tuto činnost nedělám","Tuto činnost nedělám","1. místo","Tuto činnost nedělám","3. místo","„Tvrdší“ (exaktnější)",NA,"Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Physiology",NA,NA,NA,NA,NA,NA,"UK"
"457",18,5905188,2019-11-13,926,"Na univerzitách v ČR","Biologické a lékařské vědy","Ne",NA,"Ne",NA,NA,NA,NA,"Ne, žádná krize není",NA,NA,NA,NA,"Nevím","90 %","Spíše nesouhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše nesouhlasím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Někdy",NA,NA,NA,"Nedokážu posoudit",NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Nevím","Zřídka","Někdy","Někdy","Někdy","Velmi často","Někdy","Někdy","Někdy","Někdy","Zřídka","Někdy","Někdy",NA,"Ano","Ano","Ano","nepovažuju ji za problém kvůli kterému musím vyplnit 20 otázek.",NA,"Přesnost",NA,NA,NA,NA,"Shoda s realitou",NA,NA,NA,"Reprodukovatelnost","Nikdy","20%","Nevím","90%","Nevím","40%","90%","60%","70%","Ano","Nevím","Ano","Ne","Nevím","Ano","Ano","Ano","Velmi často","Nehraje roli","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"70%",0,1,0,0,-1,NA,"ne","ne","ne","ano","ne","ano",NA,"Muž","45–54","20 a více let","Profesor","Do 5000","Ne","Akademický pracovník do třídy AP4",NA,"20%","10%","Spíše ne","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Rozhodně ne",NA,NA,"1. místo","3. místo",NA,"2. místo","„Tvrdší“ (exaktnější)",NA,"Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clinical Genetics",NA,NA,NA,NA,NA,NA,"UK"
"458",19,5905189,2019-11-13,954,"Na univerzitách v ČR","Biologické a lékařské vědy","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, nevýznamná krize",NA,NA,"Lékařských","Sociálních",NA,"80 %","Spíše souhlasím","Ani souhlasím/ani nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Rozhodně souhlasím","Nevím",NA,NA,"Asie",NA,NA,"Čína","Někdy","UK, Francie",NA,"Týkalo se to kvality vědecké práce",NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu",NA,NA,NA,NA,NA,"Zřídka","Velmi často","Velmi často","Někdy","Někdy","Velmi často","Někdy","Někdy","Velmi často","Velmi často","Nevím","Někdy","Velmi často","Někdy",NA,"Ano","Ano","Ano",NA,NA,NA,NA,"Testovatelnost",NA,"Přiblížení k pravdě","Shoda s realitou",NA,NA,NA,NA,"Někdy","50%","30%","50%","50%","50%","50%","50%","50%","Ano","Ano","Ano","Ne","Nevím","Ano","Ne","Ne","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných ze soukromých zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"40%",0,-1,-1,-1,-1,NA,"ne","ne","ano","ne","ano","ne",NA,"Muž","55–64","20 a více let","Profesor","Do 5000","Ne","Akademický pracovník do třídy AP1",NA,"70%","50%","Spíše ne","Rozhodně ano","Rozhodně ano","Rozhodně ano","Rozhodně ne","Rozhodně ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ano","Tuto činnost nedělám","Tuto činnost nedělám","2. místo","1. místo","3. místo","3. místo","„Tvrdší“ (exaktnější)",NA,"Medicine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clinical Genetics",NA,NA,NA,NA,NA,NA,"UK"
"459",20,5905190,2019-11-13,1511,"Na univerzitách v ČR","Biologicko-ekologické vědy","Ano",NA,NA,"Ano, v mainstreamových médiích","Ano, ve vědeckých časopisech","Ano, v diskuzích na konferencích",NA,"Ano, významná krize",NA,NA,"Lékařských","Sociálních",NA,"70 %","Spíše souhlasím","Spíše nesouhlasím","Spíše nesouhlasím","Rozhodně souhlasím","Spíše souhlasím","Ani souhlasím/ani nesouhlasím",NA,NA,"Asie",NA,NA,NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Někdy","Někdy","Zřídka","Zřídka","Někdy","Velmi často","Někdy","Zřídka","Zřídka","Někdy","Někdy","Zřídka","Někdy","Někdy",NA,"Ano","Ano","Ne",NA,NA,NA,NA,"Testovatelnost",NA,NA,"Shoda s realitou",NA,NA,NA,"Reprodukovatelnost","Někdy","10%","10%","70%","10%","Nikdy 0%","Nikdy 0%","10%","Nikdy 0%","Ano","Ano","Ano","Ne","Ne","Ano","Ne","Ne","Někdy","Nevím","Nevím","Nevím","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"10%",1,0,-1,-1,0,NA,"ano","ne","ne","ne","ne","ano","pro rozhodnutí v problému č. 34. je třeba vědět, zda zmíněný obor byl vybudován muži a ženy měly do tohoto oboru přístup, jakmile prokázaly své schopnosti.","Ostatní","25–34","5–9 let","Mgr./Ing.","Do 100","Ne","Vědecký pracovník do třídy VP1",NA,"90%","80%","Spíše ne","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Spíše ano","Rozhodně ne","Spíše ne","Spíše ano","Nevím","Tuto činnost nedělám","Tuto činnost nedělám","2. místo","3. místo","1. místo","Tuto činnost nedělám","„Měkčí“ (méně exaktní)",NA,"Biology",NA,NA,"Plant Science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
"460",21,5905191,2019-11-13,1247,"Na univerzitách v ČR","Vědy o Zemi","Ano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nestrannost",NA,NA,NA,NA,"Kritické myšlení",NA,"Někdy","50%","Nevím","Nevím","Nevím","Nevím","Nevím","Nevím","Nevím","Ano","Nevím","Ano","Ne","Ano","Ano","Nevím","Ne","Někdy","Nehraje roli","Ne, obojí je stejně důvěryhodné","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",0,0,-1,-1,0,NA,"ne","ne","ne","ne","ano","ano",NA,"Muž","55–64","20 a více let","CSc./Ph.D.","Do 500","Ne","Akademický pracovník do třídy AP2",NA,"30%","30%","Spíše ne","Spíše ne","Spíše ano","Spíše ano","Spíše ne","Spíše ne","Rozhodně ano","Rozhodně ano","Rozhodně ano","Spíše ano","3. místo",NA,NA,"Tuto činnost nedělám","2. místo","1. místo","„Měkčí“ (méně exaktní)",NA,"Earth and Environmental Science",NA,NA,NA,NA,NA,NA,"Social Sciences of Earth and Environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
"461",22,5905192,2019-11-13,1069,"Na univerzitách v ČR","Biologické a lékařské vědy","Ano",NA,NA,NA,"Ano, ve vědeckých časopisech",NA,NA,"Ano, významná krize","Fyzikálních/chemických",NA,"Lékařských",NA,NA,"50 %","Spíše souhlasím","Spíše nesouhlasím","Spíše nesouhlasím","Spíše souhlasím","Spíše nesouhlasím","Spíše souhlasím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Zřídka",NA,NA,NA,NA,NA,NA,"Vybírám si jen taková pracoviště, o nichž jsem přesvědčen, že dělají kvalitní vědu","Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Velmi často","Nevím","Někdy","Nevím","Velmi často","Velmi často","Někdy","Velmi často","Velmi často","Někdy","Velmi často","Někdy","Někdy",NA,NA,NA,NA,NA,"Pohled z vnějšku",NA,NA,"Testovatelnost","Nestrannost",NA,NA,NA,NA,NA,NA,"Zřídka","70%","80%","90%","70%","70%","Nevím","70%","Nevím","Ano","Ano","Ano","Ano","Ano","Ano","Ne","Ne","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Nevím","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"50%",-1,-1,-1,-1,-1,NA,"ano","ne","ano","ano","ano","ano",NA,"Žena","25–34","5–9 let","CSc./Ph.D.","Do 100","Ne","Akademický pracovník do třídy AP2",NA,"50%","80%","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ne","Spíše ano","Spíše ne","Spíše ano","Spíše ano","Spíše ne",NA,NA,NA,"1. místo",NA,"1. místo","„Tvrdší“ (exaktnější)",NA,"Chemistry",NA,NA,NA,NA,"Biochemistry","Biochemistry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
"462",23,5905193,2019-11-13,1440,"Na univerzitách v ČR","Biologicko-ekologické vědy","Ano",NA,"Ne",NA,NA,NA,NA,"Nevím",NA,NA,NA,NA,"Nevím","70 %","Spíše nesouhlasím","Rozhodně nesouhlasím","Rozhodně souhlasím","Spíše nesouhlasím","Rozhodně souhlasím","Ani souhlasím/ani nesouhlasím",NA,NA,NA,NA,"Nedokážu posoudit",NA,"Nikdy",NA,NA,NA,NA,NA,NA,NA,"Čtu dál studie z tohoto regionu, ale jsem obezřetný ohledně jejich závěrů",NA,NA,NA,NA,"Zřídka","Zřídka","Někdy","Někdy","Velmi často","Někdy","Někdy","Někdy","Někdy","Někdy","Někdy","Velmi často","Někdy","Někdy",NA,"Ne","Ne","Nepamatuji se",NA,NA,NA,NA,NA,"Nestrannost",NA,"Shoda s realitou",NA,NA,"Kritické myšlení",NA,"Zřídka","70%","Nevím","80%","80%","30%","30%","40%","10%","Ano","Nevím","Ano","Ne","Ano","Ne","Ne","Ano","Velmi často","Státní nebo nadnárodní (státní nebo evropské instituce, grantové agentury apod.)","Financovaných z veřejných zdrojů","Dlouhodobé","Ano, vede k preferenci jednodušeji zodpověditelných výzkumných otázek (na úkor hlubších)",NA,"20%",-1,0,-1,0,-1,NA,"ano","ne","ano","ne","ano","ne",NA,"Žena","25–34","Méně než 5 let","Mgr./Ing.","Do 100","Ne","Vědecký pracovník do třídy VP3",NA,"70%","90%","Spíše ano","Spíše ano","Rozhodně ano","Spíše ano","Spíše ano","Rozhodně ano","Spíše ne","Spíše ne","Spíše ano","Spíše ne","Tuto činnost nedělám","Tuto činnost nedělám","2. místo","3. místo","1. místo","3. místo","Nedokážu posoudit",NA,"Biology",NA,NA,"Zoology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK"
